station,year,month,day,time,is_row_bad,Level,Battery
15120,2010,6,26,100,0,4.96,12.2
15120,2010,6,26,200,0,4.96,12.2
15120,2010,6,26,300,0,4.96,12.2
15120,2010,6,26,400,0,4.96,12.2
15120,2010,6,26,500,0,4.96,12.2
15120,2010,6,26,600,0,4.96,12.0
15120,2010,6,26,700,0,4.96,12.2
15120,2010,6,26,800,0,4.96,12.2
15120,2010,6,26,900,0,4.95,12.2
15120,2010,6,26,1000,0,4.95,12.2
15120,2010,6,26,1100,0,4.95,12.2
15120,2010,6,26,1200,0,4.95,12.2
15120,2010,6,26,1300,0,4.94,12.2
15120,2010,6,26,1400,0,4.94,12.2
15120,2010,6,26,1500,0,4.94,12.2
15120,2010,6,26,1600,0,4.94,12.2
15120,2010,6,26,1700,0,4.94,12.2
15120,2010,6,26,1800,0,4.94,12.2
15120,2010,6,26,1900,0,4.95,12.2
15120,2010,6,26,2000,0,4.95,12.2
15120,2010,6,26,2100,0,4.95,12.2
15120,2010,6,26,2200,0,4.95,12.2
15120,2010,6,26,2300,0,4.95,12.2
15120,2010,6,26,2400,0,4.96,12.2
15120,2010,6,27,100,0,4.96,12.2
15120,2010,6,27,200,0,4.96,12.2
15120,2010,6,27,300,0,4.96,12.2
15120,2010,6,27,400,0,4.96,12.2
15120,2010,6,27,500,0,4.96,12.2
15120,2010,6,27,600,0,4.96,12.2
15120,2010,6,27,700,0,4.96,12.2
15120,2010,6,27,800,0,4.96,12.2
15120,2010,6,27,900,0,4.95,12.2
15120,2010,6,27,1000,0,4.95,12.2
15120,2010,6,27,1100,0,4.95,12.2
15120,2010,6,27,1200,0,4.95,12.2
15120,2010,6,27,1300,0,4.95,12.2
15120,2010,6,27,1400,0,4.95,12.2
15120,2010,6,27,1500,0,4.95,12.2
15120,2010,6,27,1600,0,4.95,12.2
15120,2010,6,27,1700,0,4.95,12.2
15120,2010,6,27,1800,0,4.94,12.2
15120,2010,6,27,1900,0,4.95,12.2
15120,2010,6,27,2000,0,4.95,12.2
15120,2010,6,27,2100,0,4.95,12.2
15120,2010,6,27,2200,0,4.95,12.2
15120,2010,6,27,2300,0,4.95,12.2
15120,2010,6,27,2400,0,4.95,12.2
15120,2010,6,28,100,0,4.95,12.2
15120,2010,6,28,200,0,4.95,12.2
15120,2010,6,28,300,0,4.95,12.2
15120,2010,6,28,400,0,4.95,12.1
15120,2010,6,28,500,0,4.95,12.1
15120,2010,6,28,600,0,4.95,12.1
15120,2010,6,28,700,0,4.95,12.1
15120,2010,6,28,800,0,4.95,12.1
15120,2010,6,28,900,0,4.95,12.1
15120,2010,6,28,1000,0,4.95,12.1
15120,2010,6,28,1100,0,4.95,12.1
15120,2010,6,28,1200,0,4.95,12.1
15120,2010,6,28,1300,0,4.95,12.1
15120,2010,6,28,1400,0,4.95,12.1
15120,2010,6,28,1500,0,4.95,12.2
15120,2010,6,28,1600,0,4.94,12.1
15120,2010,6,28,1700,0,4.94,12.1
15120,2010,6,28,1800,0,4.95,12.1
15120,2010,6,28,1900,0,4.95,12.1
15120,2010,6,28,2000,0,4.95,12.2
15120,2010,6,28,2100,0,4.95,12.2
15120,2010,6,28,2200,0,4.95,12.1
15120,2010,6,28,2300,0,4.95,12.1
15120,2010,6,28,2400,0,4.95,12.1
15120,2010,6,29,100,0,4.95,12.1
15120,2010,6,29,200,0,4.95,12.1
15120,2010,6,29,300,0,4.95,12.1
15120,2010,6,29,400,0,4.96,12.1
15120,2010,6,29,500,0,4.96,12.1
15120,2010,6,29,600,0,4.96,12.1
15120,2010,6,29,700,0,4.96,12.1
15120,2010,6,29,800,0,4.96,12.1
15120,2010,6,29,900,0,4.95,12.1
15120,2010,6,29,1000,0,4.95,12.1
15120,2010,6,29,1100,0,4.95,12.1
15120,2010,6,29,1200,0,4.95,12.1
15120,2010,6,29,1300,0,4.95,12.1
15120,2010,6,29,1400,0,4.95,12.1
15120,2010,6,29,1500,0,4.95,12.1
15120,2010,6,29,1600,0,4.95,12.1
15120,2010,6,29,1700,0,4.95,12.1
15120,2010,6,29,1800,0,4.95,12.0
15120,2010,6,29,1900,0,4.95,12.1
15120,2010,6,29,2000,0,4.95,12.2
15120,2010,6,29,2100,0,4.95,12.1
15120,2010,6,29,2200,0,4.95,12.1
15120,2010,6,29,2300,0,4.95,12.1
15120,2010,6,29,2400,0,4.95,12.1
15120,2010,6,30,100,0,4.95,12.1
15120,2010,6,30,200,0,4.95,12.1
15120,2010,6,30,300,0,4.96,12.1
15120,2010,6,30,400,0,4.96,12.1
15120,2010,6,30,500,0,4.96,12.1
15120,2010,6,30,600,0,4.96,12.1
15120,2010,6,30,700,0,4.96,12.1
15120,2010,6,30,800,0,4.96,12.1
15120,2010,6,30,900,0,4.96,12.1
15120,2010,6,30,1000,0,4.95,12.1
15120,2010,6,30,1100,0,4.95,12.1
15120,2010,6,30,1200,0,4.95,12.1
15120,2010,6,30,1300,0,4.95,12.1
15120,2010,6,30,1400,0,4.95,12.1
15120,2010,6,30,1500,0,4.95,12.1
15120,2010,6,30,1600,0,4.95,12.1
15120,2010,6,30,1700,0,4.95,12.1
15120,2010,6,30,1800,0,4.95,12.1
15120,2010,6,30,1900,0,4.95,12.1
15120,2010,6,30,2000,0,4.95,12.1
15120,2010,6,30,2100,0,4.95,12.1
15120,2010,6,30,2200,0,4.95,12.1
15120,2010,6,30,2300,0,4.95,12.1
15120,2010,6,30,2400,0,4.95,12.1
15120,2010,7,1,100,0,4.95,12.1
15120,2010,7,1,200,0,4.96,12.1
15120,2010,7,1,300,0,4.96,12.1
15120,2010,7,1,400,0,4.96,12.1
15120,2010,7,1,500,0,4.96,12.1
15120,2010,7,1,600,0,4.96,12.1
15120,2010,7,1,700,0,4.96,12.1
15120,2010,7,1,800,0,4.96,12.1
15120,2010,7,1,900,0,4.95,12.1
15120,2010,7,1,1000,0,4.95,12.1
15120,2010,7,1,1100,0,4.95,12.1
15120,2010,7,1,1200,0,4.95,12.1
15120,2010,7,1,1300,0,4.95,12.1
15120,2010,7,1,1400,0,4.95,12.1
15120,2010,7,1,1500,0,4.95,12.1
15120,2010,7,1,1600,0,4.95,12.1
15120,2010,7,1,1700,0,4.95,12.1
15120,2010,7,1,1800,0,4.95,12.0
15120,2010,7,1,1900,0,4.95,12.1
15120,2010,7,1,2000,0,4.95,12.1
15120,2010,7,1,2100,0,4.95,12.1
15120,2010,7,1,2200,0,4.95,12.1
15120,2010,7,1,2300,0,4.96,12.1
15120,2010,7,1,2400,0,4.96,12.1
15120,2010,7,2,100,0,4.97,12.1
15120,2010,7,2,200,0,4.98,12.1
15120,2010,7,2,300,0,4.98,12.1
15120,2010,7,2,400,0,4.98,12.1
15120,2010,7,2,500,0,4.98,12.1
15120,2010,7,2,600,0,4.98,12.1
15120,2010,7,2,700,0,4.97,12.1
15120,2010,7,2,800,0,4.97,12.1
15120,2010,7,2,900,0,4.96,12.1
15120,2010,7,2,1000,0,4.96,12.1
15120,2010,7,2,1100,0,4.96,12.1
15120,2010,7,2,1200,0,4.96,12.1
15120,2010,7,2,1300,0,4.96,12.1
15120,2010,7,2,1400,0,4.96,12.1
15120,2010,7,2,1500,0,4.96,12.1
15120,2010,7,2,1600,0,4.96,12.1
15120,2010,7,2,1700,0,4.96,12.1
15120,2010,7,2,1800,0,4.96,12.1
15120,2010,7,2,1900,0,4.96,12.1
15120,2010,7,2,2000,0,4.96,12.1
15120,2010,7,2,2100,0,4.96,12.1
15120,2010,7,2,2200,0,4.96,12.1
15120,2010,7,2,2300,0,4.96,12.1
15120,2010,7,2,2400,0,4.96,12.1
15120,2010,7,3,100,0,4.96,12.1
15120,2010,7,3,200,0,4.96,12.1
15120,2010,7,3,300,0,4.96,12.1
15120,2010,7,3,400,0,4.96,12.1
15120,2010,7,3,500,0,4.96,12.1
15120,2010,7,3,600,0,4.96,12.1
15120,2010,7,3,700,0,4.96,12.1
15120,2010,7,3,800,0,4.96,12.1
15120,2010,7,3,900,0,4.96,12.1
15120,2010,7,3,1000,0,4.96,12.1
15120,2010,7,3,1100,0,4.96,12.1
15120,2010,7,3,1200,0,4.96,12.1
15120,2010,7,3,1300,0,4.95,12.1
15120,2010,7,3,1400,0,4.95,12.1
15120,2010,7,3,1500,0,4.95,12.1
15120,2010,7,3,1600,0,4.95,12.1
15120,2010,7,3,1700,0,4.95,12.1
15120,2010,7,3,1800,0,4.95,12.1
15120,2010,7,3,1900,0,4.95,12.1
15120,2010,7,3,2000,0,4.95,12.1
15120,2010,7,3,2100,0,4.95,12.1
15120,2010,7,3,2200,0,4.95,12.1
15120,2010,7,3,2300,0,4.95,12.1
15120,2010,7,3,2400,0,4.95,12.1
15120,2010,7,4,100,0,4.95,12.1
15120,2010,7,4,200,0,4.95,12.1
15120,2010,7,4,300,0,4.96,12.1
15120,2010,7,4,400,0,4.96,12.1
15120,2010,7,4,500,0,4.96,12.1
15120,2010,7,4,600,0,4.96,12.1
15120,2010,7,4,700,0,4.96,12.1
15120,2010,7,4,800,0,4.96,12.1
15120,2010,7,4,900,0,4.95,12.1
15120,2010,7,4,1000,0,4.95,12.1
15120,2010,7,4,1100,0,4.95,12.1
15120,2010,7,4,1200,0,4.95,12.1
15120,2010,7,4,1300,0,4.95,12.1
15120,2010,7,4,1400,0,4.95,12.1
15120,2010,7,4,1500,0,4.95,12.1
15120,2010,7,4,1600,0,4.95,12.1
15120,2010,7,4,1700,0,4.95,12.1
15120,2010,7,4,1800,0,4.95,12.1
15120,2010,7,4,1900,0,4.95,12.1
15120,2010,7,4,2000,0,4.95,12.1
15120,2010,7,4,2100,0,4.95,12.1
15120,2010,7,4,2200,0,4.95,12.1
15120,2010,7,4,2300,0,4.95,12.1
15120,2010,7,4,2400,0,4.95,12.1
15120,2010,7,5,100,0,4.95,12.1
15120,2010,7,5,200,0,4.95,12.1
15120,2010,7,5,300,0,4.96,12.1
15120,2010,7,5,400,0,4.96,12.0
15120,2010,7,5,500,0,4.96,12.1
15120,2010,7,5,600,0,4.96,12.1
15120,2010,7,5,700,0,4.96,12.0
15120,2010,7,5,800,0,4.96,12.1
15120,2010,7,5,900,0,4.95,12.0
15120,2010,7,5,1000,0,4.95,12.0
15120,2010,7,5,1100,0,4.95,12.1
15120,2010,7,5,1200,0,4.95,12.1
15120,2010,7,5,1300,0,4.95,12.1
15120,2010,7,5,1400,0,4.95,12.1
15120,2010,7,5,1500,0,4.95,12.1
15120,2010,7,5,1600,0,4.95,12.1
15120,2010,7,5,1700,0,4.95,12.1
15120,2010,7,5,1800,0,4.95,12.0
15120,2010,7,5,1900,0,4.95,12.0
15120,2010,7,5,2000,0,4.95,12.1
15120,2010,7,5,2100,0,4.95,12.1
15120,2010,7,5,2200,0,4.95,12.1
15120,2010,7,5,2300,0,4.95,12.0
15120,2010,7,5,2400,0,4.95,12.1
15120,2010,7,6,100,0,4.96,12.1
15120,2010,7,6,200,0,4.96,12.1
15120,2010,7,6,300,0,4.96,12.0
15120,2010,7,6,400,0,4.96,12.1
15120,2010,7,6,500,0,4.96,12.0
15120,2010,7,6,600,0,4.97,12.0
15120,2010,7,6,700,0,4.97,12.0
15120,2010,7,6,800,0,4.97,12.0
15120,2010,7,6,900,0,4.96,12.0
15120,2010,7,6,1000,0,4.96,12.0
15120,2010,7,6,1100,0,4.96,12.0
15120,2010,7,6,1200,0,4.96,12.0
15120,2010,7,6,1300,0,4.96,12.0
15120,2010,7,6,1400,0,4.96,12.0
15120,2010,7,6,1500,0,4.96,12.0
15120,2010,7,6,1600,0,4.96,12.0
15120,2010,7,6,1700,0,4.96,12.0
15120,2010,7,6,1800,0,4.95,12.0
15120,2010,7,6,1900,0,4.95,12.0
15120,2010,7,6,2000,0,4.95,12.1
15120,2010,7,6,2100,0,4.95,12.0
15120,2010,7,6,2200,0,4.96,12.0
15120,2010,7,6,2300,0,4.96,12.0
15120,2010,7,6,2400,0,4.96,12.0
15120,2010,7,7,100,0,4.96,12.0
15120,2010,7,7,200,0,4.96,12.0
15120,2010,7,7,300,0,4.96,12.0
15120,2010,7,7,400,0,4.96,12.0
15120,2010,7,7,500,0,4.96,12.0
15120,2010,7,7,600,0,4.96,12.0
15120,2010,7,7,700,0,4.96,12.0
15120,2010,7,7,800,0,4.96,12.0
15120,2010,7,7,900,0,4.96,12.0
15120,2010,7,7,1000,0,4.96,12.0
15120,2010,7,7,1100,0,4.96,12.0
15120,2010,7,7,1200,0,4.95,12.0
15120,2010,7,7,1300,0,4.95,12.0
15120,2010,7,7,1400,0,4.95,12.0
15120,2010,7,7,1500,0,4.95,12.0
15120,2010,7,7,1600,0,4.95,12.0
15120,2010,7,7,1700,0,4.95,12.0
15120,2010,7,7,1800,0,4.95,12.0
15120,2010,7,7,1900,0,4.95,12.0
15120,2010,7,7,2000,0,4.95,12.0
15120,2010,7,7,2100,0,4.95,12.0
15120,2010,7,7,2200,0,4.95,12.0
15120,2010,7,7,2300,0,4.96,12.0
15120,2010,7,7,2400,0,4.96,12.0
15120,2010,7,8,100,0,4.96,12.0
15120,2010,7,8,200,0,4.96,12.0
15120,2010,7,8,300,0,4.96,12.0
15120,2010,7,8,400,0,4.96,12.0
15120,2010,7,8,500,0,4.96,12.0
15120,2010,7,8,600,0,4.96,12.0
15120,2010,7,8,700,0,4.96,12.0
15120,2010,7,8,800,0,4.96,12.0
15120,2010,7,8,900,0,4.96,12.0
15120,2010,7,8,1000,0,4.96,12.0
15120,2010,7,8,1100,0,4.95,12.0
15120,2010,7,8,1200,0,4.96,12.0
15120,2010,7,8,1300,0,4.95,12.0
15120,2010,7,8,1400,0,4.95,12.0
15120,2010,7,8,1500,0,4.95,12.0
15120,2010,7,8,1600,0,4.95,12.0
15120,2010,7,8,1700,0,4.95,12.0
15120,2010,7,8,1800,0,4.95,12.0
15120,2010,7,8,1900,0,4.95,12.0
15120,2010,7,8,2000,0,4.95,12.0
15120,2010,7,8,2100,0,4.95,12.0
15120,2010,7,8,2200,0,4.95,12.0
15120,2010,7,8,2300,0,4.95,12.0
15120,2010,7,8,2400,0,4.95,12.0
15120,2010,7,9,100,0,4.96,12.0
15120,2010,7,9,200,0,4.96,12.0
15120,2010,7,9,300,0,4.96,12.0
15120,2010,7,9,400,0,4.96,12.0
15120,2010,7,9,500,0,4.96,12.0
15120,2010,7,9,600,0,4.96,12.0
15120,2010,7,9,700,0,4.96,12.0
15120,2010,7,9,800,0,4.96,12.0
15120,2010,7,9,900,0,4.96,12.0
15120,2010,7,9,1000,0,4.96,12.0
15120,2010,7,9,1100,0,4.96,12.0
15120,2010,7,9,1200,0,4.95,12.0
15120,2010,7,9,1300,0,4.95,12.0
15120,2010,7,9,1400,0,4.95,12.0
15120,2010,7,9,1500,0,4.95,12.0
15120,2010,7,9,1600,0,4.95,12.0
15120,2010,7,9,1700,0,4.95,12.0
15120,2010,7,9,1800,0,4.95,12.0
15120,2010,7,9,1900,0,4.95,12.0
15120,2010,7,9,2000,0,4.95,12.0
15120,2010,7,9,2100,0,4.95,12.0
15120,2010,7,9,2200,0,4.95,12.0
15120,2010,7,9,2300,0,4.96,12.0
15120,2010,7,9,2400,0,4.96,12.0
15120,2010,7,10,100,0,4.96,12.0
15120,2010,7,10,200,0,4.96,12.0
15120,2010,7,10,300,0,4.96,12.0
15120,2010,7,10,400,0,4.96,12.0
15120,2010,7,10,500,0,4.96,12.0
15120,2010,7,10,600,0,4.96,12.0
15120,2010,7,10,700,0,4.96,12.0
15120,2010,7,10,800,0,4.96,12.0
15120,2010,7,10,900,0,4.96,12.0
15120,2010,7,10,1000,0,4.96,12.0
15120,2010,7,10,1100,0,4.96,12.0
15120,2010,7,10,1200,0,4.96,12.0
15120,2010,7,10,1300,0,4.95,12.0
15120,2010,7,10,1400,0,4.95,12.0
15120,2010,7,10,1500,0,4.95,12.0
15120,2010,7,10,1600,0,4.95,12.0
15120,2010,7,10,1700,0,4.95,12.0
15120,2010,7,10,1800,0,4.95,12.0
15120,2010,7,10,1900,0,4.95,12.0
15120,2010,7,10,2000,0,4.95,12.0
15120,2010,7,10,2100,0,4.95,12.0
15120,2010,7,10,2200,0,4.95,12.0
15120,2010,7,10,2300,0,4.95,12.0
15120,2010,7,10,2400,0,4.95,12.0
15120,2010,7,11,100,0,4.96,12.0
15120,2010,7,11,200,0,4.96,12.0
15120,2010,7,11,300,0,4.96,12.0
15120,2010,7,11,400,0,4.96,12.0
15120,2010,7,11,500,0,4.96,12.0
15120,2010,7,11,600,0,4.96,12.0
15120,2010,7,11,700,0,4.96,12.0
15120,2010,7,11,800,0,4.96,12.0
15120,2010,7,11,900,0,4.96,12.0
15120,2010,7,11,1000,0,4.95,12.0
15120,2010,7,11,1100,0,4.95,12.0
15120,2010,7,11,1200,0,4.95,12.0
15120,2010,7,11,1300,0,4.95,12.0
15120,2010,7,11,1400,0,4.94,12.0
15120,2010,7,11,1500,0,4.95,12.0
15120,2010,7,11,1600,0,4.95,12.0
15120,2010,7,11,1700,0,4.95,12.0
15120,2010,7,11,1800,0,4.95,12.0
15120,2010,7,11,1900,0,4.95,12.0
15120,2010,7,11,2000,0,4.95,12.0
15120,2010,7,11,2100,0,4.95,12.0
15120,2010,7,11,2200,0,4.95,12.0
15120,2010,7,11,2300,0,4.95,12.0
15120,2010,7,11,2400,0,4.95,12.0
15120,2010,7,12,100,0,4.95,12.0
15120,2010,7,12,200,0,4.95,12.0
15120,2010,7,12,300,0,4.96,12.0
15120,2010,7,12,400,0,4.96,12.0
15120,2010,7,12,500,0,4.96,12.0
15120,2010,7,12,600,0,4.96,12.0
15120,2010,7,12,700,0,4.96,12.0
15120,2010,7,12,800,0,4.96,12.0
15120,2010,7,12,900,0,4.95,12.0
15120,2010,7,12,1000,0,4.95,12.0
15120,2010,7,12,1100,0,4.95,12.0
15120,2010,7,12,1200,0,4.95,12.0
15120,2010,7,12,1300,0,4.95,12.0
15120,2010,7,12,1400,0,4.95,12.0
15120,2010,7,12,1500,0,4.95,12.0
15120,2010,7,12,1600,0,4.95,12.0
15120,2010,7,12,1700,0,4.95,12.0
15120,2010,7,12,1800,0,4.95,11.8
15120,2010,7,12,1900,0,4.95,12.0
15120,2010,7,12,2000,0,4.95,12.0
15120,2010,7,12,2100,0,4.95,12.0
15120,2010,7,12,2200,0,4.95,12.0
15120,2010,7,12,2300,0,4.96,12.0
15120,2010,7,12,2400,0,4.96,12.0
15120,2010,7,13,100,0,4.96,12.0
15120,2010,7,13,200,0,4.96,12.0
15120,2010,7,13,300,0,4.96,12.0
15120,2010,7,13,400,0,4.96,12.0
15120,2010,7,13,500,0,4.96,12.0
15120,2010,7,13,600,0,4.96,11.9
15120,2010,7,13,700,0,4.96,11.9
15120,2010,7,13,800,0,4.96,11.9
15120,2010,7,13,900,0,4.96,11.9
15120,2010,7,13,1000,0,4.96,11.9
15120,2010,7,13,1100,0,4.95,11.9
15120,2010,7,13,1200,0,4.95,12.0
15120,2010,7,13,1300,0,4.95,11.9
15120,2010,7,13,1400,0,4.95,12.0
15120,2010,7,13,1500,0,4.95,12.0
15120,2010,7,13,1600,0,4.95,12.0
15120,2010,7,13,1700,0,4.95,11.9
15120,2010,7,13,1800,0,4.95,11.9
15120,2010,7,13,1900,0,4.95,12.0
15120,2010,7,13,2000,0,4.95,11.9
15120,2010,7,13,2100,0,4.95,11.9
15120,2010,7,13,2200,0,4.95,11.9
15120,2010,7,13,2300,0,4.95,11.9
15120,2010,7,13,2400,0,4.95,11.9
15120,2010,7,14,100,0,4.96,11.9
15120,2010,7,14,200,0,4.96,11.9
15120,2010,7,14,300,0,4.96,11.9
15120,2010,7,14,400,0,4.96,11.9
15120,2010,7,14,500,0,4.96,11.9
15120,2010,7,14,600,0,4.96,11.9
15120,2010,7,14,700,0,4.96,11.9
15120,2010,7,14,800,0,4.96,11.9
15120,2010,7,14,900,0,4.96,11.9
15120,2010,7,14,1000,0,4.96,11.9
15120,2010,7,14,1100,0,4.96,11.9
15120,2010,7,14,1200,0,4.96,11.9
15120,2010,7,14,1300,0,4.96,11.9
15120,2010,7,14,1400,0,4.95,11.9
15120,2010,7,14,1500,0,4.95,11.9
15120,2010,7,14,1600,0,4.95,11.9
15120,2010,7,14,1700,0,4.96,11.9
15120,2010,7,14,1800,0,4.95,11.9
15120,2010,7,14,1900,0,4.95,11.9
15120,2010,7,14,2000,0,4.95,11.9
15120,2010,7,14,2100,0,4.96,11.9
15120,2010,7,14,2200,0,4.96,11.9
15120,2010,7,14,2300,0,4.96,11.9
15120,2010,7,14,2400,0,4.96,11.9
15120,2010,7,15,100,0,4.96,11.9
15120,2010,7,15,200,0,4.96,11.9
15120,2010,7,15,300,0,4.96,11.9
15120,2010,7,15,400,0,4.96,11.9
15120,2010,7,15,500,0,4.96,11.9
15120,2010,7,15,600,0,4.96,11.9
15120,2010,7,15,700,0,4.96,11.9
15120,2010,7,15,800,0,4.96,11.9
15120,2010,7,15,900,0,4.96,11.9
15120,2010,7,15,1000,0,4.96,11.9
15120,2010,7,15,1100,0,4.96,11.9
15120,2010,7,15,1200,0,4.96,11.9
15120,2010,7,15,1300,0,4.96,11.9
15120,2010,7,15,1400,0,4.96,11.9
15120,2010,7,15,1500,0,4.96,11.9
15120,2010,7,15,1600,0,4.95,11.9
15120,2010,7,15,1700,0,4.96,11.9
15120,2010,7,15,1800,0,4.96,11.9
15120,2010,7,15,1900,0,4.96,11.9
15120,2010,7,15,2000,0,4.96,11.9
15120,2010,7,15,2100,0,4.96,11.9
15120,2010,7,15,2200,0,4.96,11.9
15120,2010,7,15,2300,0,4.96,11.9
15120,2010,7,15,2400,0,4.96,11.9
15120,2010,7,16,100,0,4.96,11.9
15120,2010,7,16,200,0,4.96,11.9
15120,2010,7,16,300,0,4.96,11.9
15120,2010,7,16,400,0,4.96,11.9
15120,2010,7,16,500,0,4.96,11.9
15120,2010,7,16,600,0,4.96,11.9
15120,2010,7,16,700,0,4.96,11.9
15120,2010,7,16,800,0,4.96,11.9
15120,2010,7,16,900,0,4.96,11.9
15120,2010,7,16,1000,0,4.96,11.9
15120,2010,7,16,1100,0,4.96,11.9
15120,2010,7,16,1200,0,4.96,11.9
15120,2010,7,16,1300,0,4.96,11.9
15120,2010,7,16,1400,0,4.96,11.9
15120,2010,7,16,1500,0,4.96,11.9
15120,2010,7,16,1600,0,4.96,11.9
15120,2010,7,16,1700,0,4.96,11.9
15120,2010,7,16,1800,0,4.96,11.9
15120,2010,7,16,1900,0,4.96,11.9
15120,2010,7,16,2000,0,4.96,11.9
15120,2010,7,16,2100,0,4.96,11.9
15120,2010,7,16,2200,0,4.96,11.9
15120,2010,7,16,2300,0,4.96,11.9
15120,2010,7,16,2400,0,4.96,11.9
15120,2010,7,17,100,0,4.96,11.9
15120,2010,7,17,200,0,4.96,11.9
15120,2010,7,17,300,0,4.96,11.9
15120,2010,7,17,400,0,4.96,11.9
15120,2010,7,17,500,0,4.96,11.9
15120,2010,7,17,600,0,4.96,11.9
15120,2010,7,17,700,0,4.96,11.9
15120,2010,7,17,800,0,4.96,11.9
15120,2010,7,17,900,0,4.96,11.9
15120,2010,7,17,1000,0,4.96,11.9
15120,2010,7,17,1100,0,4.96,11.9
15120,2010,7,17,1200,0,4.96,11.9
15120,2010,7,17,1300,0,4.96,11.9
15120,2010,7,17,1400,0,4.96,11.9
15120,2010,7,17,1500,0,4.95,11.9
15120,2010,7,17,1600,0,4.96,11.9
15120,2010,7,17,1700,0,4.95,11.9
15120,2010,7,17,1800,0,4.95,11.9
15120,2010,7,17,1900,0,4.95,11.9
15120,2010,7,17,2000,0,4.95,11.9
15120,2010,7,17,2100,0,4.96,11.9
15120,2010,7,17,2200,0,4.96,11.9
15120,2010,7,17,2300,0,4.96,11.9
15120,2010,7,17,2400,0,4.96,11.9
15120,2010,7,18,100,0,4.96,11.9
15120,2010,7,18,200,0,4.96,11.9
15120,2010,7,18,300,0,4.96,11.9
15120,2010,7,18,400,0,4.96,11.9
15120,2010,7,18,500,0,4.96,11.9
15120,2010,7,18,600,0,4.96,11.9
15120,2010,7,18,700,0,4.96,11.9
15120,2010,7,18,800,0,4.96,11.9
15120,2010,7,18,900,0,4.96,11.9
15120,2010,7,18,1000,0,4.96,11.9
15120,2010,7,18,1100,0,4.96,11.9
15120,2010,7,18,1200,0,4.96,11.9
15120,2010,7,18,1300,0,4.96,11.9
15120,2010,7,18,1400,0,4.96,11.9
15120,2010,7,18,1500,0,4.96,11.9
15120,2010,7,18,1600,0,4.96,11.9
15120,2010,7,18,1700,0,4.96,11.9
15120,2010,7,18,1800,0,4.96,11.9
15120,2010,7,18,1900,0,4.96,11.9
15120,2010,7,18,2000,0,4.96,11.9
15120,2010,7,18,2100,0,4.96,11.9
15120,2010,7,18,2200,0,4.96,11.9
15120,2010,7,18,2300,0,4.96,11.9
15120,2010,7,18,2400,0,4.96,11.9
15120,2010,7,19,100,0,4.96,11.9
15120,2010,7,19,200,0,4.96,11.9
15120,2010,7,19,300,0,4.96,11.9
15120,2010,7,19,400,0,4.96,11.9
15120,2010,7,19,500,0,4.97,11.9
15120,2010,7,19,600,0,4.97,11.9
15120,2010,7,19,700,0,4.97,11.9
15120,2010,7,19,800,0,4.96,11.9
15120,2010,7,19,900,0,4.96,11.9
15120,2010,7,19,1000,0,4.96,11.9
15120,2010,7,19,1100,0,4.96,11.9
15120,2010,7,19,1200,0,4.96,11.9
15120,2010,7,19,1300,0,4.96,11.9
15120,2010,7,19,1400,0,4.96,11.9
15120,2010,7,19,1500,0,4.96,11.9
15120,2010,7,19,1600,0,4.96,11.9
15120,2010,7,19,1700,0,4.96,11.9
15120,2010,7,19,1800,0,4.96,11.9
15120,2010,7,19,1900,0,4.96,11.9
15120,2010,7,19,2000,0,4.96,11.9
15120,2010,7,19,2100,0,4.96,11.9
15120,2010,7,19,2200,0,4.96,11.9
15120,2010,7,19,2300,0,4.96,11.9
15120,2010,7,19,2400,0,4.96,11.9
15120,2010,7,20,100,0,4.96,11.9
15120,2010,7,20,200,0,4.96,11.9
15120,2010,7,20,300,0,4.96,11.9
15120,2010,7,20,400,0,4.96,11.9
15120,2010,7,20,500,0,4.96,11.9
15120,2010,7,20,600,0,4.96,11.8
15120,2010,7,20,700,0,4.96,11.8
15120,2010,7,20,800,0,4.96,11.9
15120,2010,7,20,900,0,4.96,11.8
15120,2010,7,20,1000,0,4.96,11.8
15120,2010,7,20,1100,0,4.96,11.8
15120,2010,7,20,1200,0,4.96,11.8
15120,2010,7,20,1300,0,4.96,11.9
15120,2010,7,20,1400,0,4.96,11.8
15120,2010,7,20,1500,0,4.96,11.8
15120,2010,7,20,1600,0,4.96,11.8
15120,2010,7,20,1700,0,4.96,11.8
15120,2010,7,20,1800,0,4.96,11.8
15120,2010,7,20,1900,0,4.96,11.8
15120,2010,7,20,2000,0,4.96,11.8
15120,2010,7,20,2100,0,4.96,11.9
15120,2010,7,20,2200,0,4.96,11.8
15120,2010,7,20,2300,0,4.96,11.8
15120,2010,7,20,2400,0,4.96,11.8
15120,2010,7,21,100,0,4.96,11.8
15120,2010,7,21,200,0,4.96,11.8
15120,2010,7,21,300,0,4.96,11.8
15120,2010,7,21,400,0,4.97,11.8
15120,2010,7,21,500,0,4.97,11.8
15120,2010,7,21,600,0,4.97,11.8
15120,2010,7,21,700,0,4.97,11.8
15120,2010,7,21,800,0,4.96,11.8
15120,2010,7,21,900,0,4.96,11.8
15120,2010,7,21,1000,0,4.96,11.8
15120,2010,7,21,1100,0,4.96,11.8
15120,2010,7,21,1200,0,4.96,11.8
15120,2010,7,21,1300,0,4.96,11.8
15120,2010,7,21,1400,0,4.96,11.8
15120,2010,7,21,1500,0,4.96,11.8
15120,2010,7,21,1600,0,4.96,11.8
15120,2010,7,21,1700,0,4.96,11.8
